date,value
2022-07-23,203.80769760838885
2022-07-24,198.81405040571778
2022-07-25,195.90428286905694
2022-07-26,204.2094209165817
2022-07-27,201.51665172948017
2022-07-28,197.08194119036997
2022-07-29,193.08213432434187
2022-07-30,203.40595220276984
2022-07-31,201.83550372471095
2022-08-01,197.61248541357318
2022-08-02,206.8507299170478
2022-08-03,191.7639513768151
2022-08-04,188.9736152904017
2022-08-05,192.62102739820736
2022-08-06,195.32687974938366
2022-08-07,196.2431395636859
2022-08-08,193.29177015698139
2022-08-09,195.73209693398218
2022-08-10,187.19283010630826
2022-08-11,200.15535255822323
2022-08-12,192.02149940746492
2022-08-13,197.52657363528408
2022-08-14,193.17601586701895
2022-08-15,193.28519026867667
2022-08-16,193.40825469303576
2022-08-17,192.37705802066426
2022-08-18,192.95438903699002
2022-08-19,196.0139296752265
2022-08-20,190.00516572907318
2022-08-21,192.25073511859583
2022-08-22,187.97060668432232
2022-08-23,195.36538094998178
2022-08-24,184.56168617962228
2022-08-25,196.76181612673076
2022-08-26,187.4055374141316
2022-08-27,180.33840391340564
2022-08-28,188.0563396426299
2022-08-29,183.97238151684772
2022-08-30,191.58151068965216
2022-08-31,184.155050350603
2022-09-01,185.26659269313762
2022-09-02,178.16869022248846
2022-09-03,185.5132164249042
2022-09-04,175.8529452954267
2022-09-05,180.2892759481078
2022-09-06,192.2856265318877
2022-09-07,192.72494158306617
2022-09-08,191.27240101129703
2022-09-09,184.69520483032068
2022-09-10,189.7111745281303
2022-09-11,190.38477416963818
2022-09-12,185.09603302564858
2022-09-13,198.92040929631253
2022-09-14,196.33463934683928
2022-09-15,191.41450892221943
2022-09-16,193.25048854196356
2022-09-17,194.77796670646302
2022-09-18,184.16857951905723
2022-09-19,193.8016362629719
2022-09-20,192.30472421130784
2022-09-21,191.39823883613616
2022-09-22,195.70476259050088
2022-09-23,206.81246580018885
2022-09-24,201.74943380433186
2022-09-25,196.41547205054104
2022-09-26,202.86291390678076
