date,sales
2022-07-23,241.73224564594847
2022-07-24,240.5017449981056
2022-07-25,238.8073619443192
2022-07-26,252.07276968139274
2022-07-27,238.70413158544224
2022-07-28,223.58038755035514
2022-07-29,216.16025266068704
2022-07-30,244.21715722018277
2022-07-31,250.20228651254155
2022-08-01,246.22406650563275
2022-08-02,261.67049520012506
2022-08-03,223.79961372735403
2022-08-04,212.22030216540713
2022-08-05,220.319259270905
2022-08-06,233.33304451827522
2022-08-07,244.45187521316475
2022-08-08,243.14415713859128
2022-08-09,245.0884530553329
2022-08-10,220.3725101360135
2022-08-11,240.32489289531912
2022-08-12,224.85334483825926
2022-08-13,243.42376965689638
2022-08-14,243.93358967048752
2022-08-15,248.63840536524762
2022-08-16,245.80697061927705
2022-08-17,235.93396727295473
2022-08-18,230.91155745317084
2022-08-19,237.59208944847973
2022-08-20,232.87086543762072
2022-08-21,246.28085278488768
2022-08-22,241.88812479396393
2022-08-23,253.25569213772195
2022-08-24,223.46926940486054
2022-08-25,241.30159930631547
2022-08-26,222.73886057965927
2022-08-27,215.47023644828764
2022-08-28,239.3770882457847
2022-08-29,234.91351684326435
2022-08-30,246.23324772173402
2022-08-31,222.7133932380546
2022-09-01,217.87134729220546
2022-09-02,203.3209529270993
2022-09-03,224.3661550551351
2022-09-04,213.00415891166767
2022-09-05,225.06794668548804
2022-09-06,244.65027917173347
2022-09-07,236.35366856210732
2022-09-08,225.88082857863049
2022-09-09,211.87702039946745
2022-09-10,227.78017835151638
2022-09-11,236.61294319494166
2022-09-12,228.76756662249616
2022-09-13,251.56284454127118
2022-09-14,236.79076585703962
2022-09-15,218.97707953780565
2022-09-16,221.41533461446602
2022-09-17,229.9802625957869
2022-09-18,215.91042117240835
2022-09-19,237.59809834962508
2022-09-20,229.46772202137058
2022-09-21,217.7998652253984
2022-09-22,218.21502329203324
2022-09-23,239.0031802360897
2022-09-24,234.22537490229294
2022-09-25,230.57729195852275
2022-09-26,245.7979273371871
